"finess_ET","finess_EJ","RS","cat","statut","address","lat","lng","LIT_chir","LIT_obs","LIT_HAD","LIT_med","LIT_psy","LIT_SLD","LIT_SSR","SEJHC_chir","SEJHC_obs","SEJHC_HAD","SEJHC_med","SEJHC_psy","SEJHC_SLD","SEJHC_SSR","JOU_chir","JOU_obs","JOU_HAD","JOU_med","JOU_psy","JOU_SLD","JOU_SSR","PLA_chir","PLA_obs","PLA_HAD","PLA_med","PLA_psy","PLA_SLD","PLA_SSR","SEJHP_chir","SEJHP_obs","SEJHP_HAD","SEJHP_med","SEJHP_psy","SEJHP_SLD","SEJHP_SSR","LIT_total","SEJHC_total","JOU_total","PLA_total","SEJHP_total"
"420011603","420001752","UNITE D'AUTODIALYSE DE L'HORME ARTIC 42","Structure d'alternative a la dialyse","ESPIC","ARTIC 42 UNITE AUTODIAL L HORME RTE DES COTES 42152 L HORME",45.485563,4.538231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"420011660","420011652","CTRE READAPTATION CARDIO-RESPIRATOIRE","SSR prive","Prive lucratif","CTRE DE READAPT CARD-RESPI DE LA LOIRE 2 R GUTENBERG 42270 ST PRIEST EN JAREZ",45.4773007,4.3656063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,9572,0,0,0,30,9572
"420011728","920028560","CTRE M…DIC DE L'ARGENTI»RE ST …TIENNE","SSR prive","ESPIC","CTRE MEDIC DE L ARGENTIERE ST ETIENNE 25 BD PASTEUR 42000 ST ETIENNE",45.4128332,4.3936166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,5970,0,0,0,17,5970
"420012320","420013831","H‘P JOUR ET APPART TH…RAP CH FEURS","CH","Public",NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,509,NA,NA,NA,NA,NA,NA,12536,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,6320,NA,NA,34,509,12536,32,6320
"420012536","420001752","CENTRE ARTIC 42","Centre de dialyse","ESPIC","ARTIC 42 CTRE DIALYSE CHU ST ETIENNE AV ALBERT RAIMOND 42055 ST ETIENNE CEDEX 2",45.4798485,4.3655063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"420013005","690007182","HAD PEDIATRIQUE ALLP ST ETIENNE","HAD","ESPIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,0,0,3043,0,135
"420014110","420007098","GCS CHU CTRE ARGENTI»RE SRPR-H‘P NORD","GCS-Moyens","Prive non lucratif (non ESPIC)","GCS CHU CTRE ARGENTIERE SRPR-HOP NORD AV ALBERT RAIMOND 42277 ST PRIEST EN JAREZ CEDEX",45.4820275,4.3629634,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,4259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,78,4259,0,0
"420780348","440051910","SAS.CENTRE MEDICAL DE CHAVANNE","SSR prive","Prive lucratif","CENTRE MEDICAL DE CHAVANNE 12 RTE DU CENTRE MEDICAL 42400 ST CHAMOND",45.4908463,4.4820792,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,513,NA,NA,NA,NA,NA,NA,13608,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1765,42,513,13608,5,1765
"420780504","420000135","CLINIQUE DU PARC ST PRIEST","Etablissement de soins pluridisciplinaire","Prive lucratif","CLINIQUE DU PARC ST PRIEST EN JAREZ 9 R DE LA PIOT 42276 ST PRIEST EN JAREZ CEDEX",45.4781234,4.367525,99,NA,NA,6,NA,NA,NA,4376,NA,NA,2273,NA,NA,NA,17019,NA,NA,2133,NA,NA,NA,18,NA,NA,2,NA,NA,NA,11570,NA,NA,14,NA,NA,NA,105,6649,19152,20,11584
"420780546","420000168","USLD STE-ELISABETH SAINT-ETIENNE","SLD","Prive non lucratif (non ESPIC)",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,10682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,34,10682,0,0
"420780637","420002495","CH PAYS DE GIER POLE MCO","CH","Public","HOPITAL DU GIER MCO 19 R VICTOR HUGO 42403 ST CHAMOND CEDEX",45.4755995,4.5158975,30,24,NA,124,NA,NA,NA,2239,1692,NA,4654,NA,NA,NA,15088,4900,NA,31361,NA,NA,NA,11,0,NA,10,NA,NA,NA,2505,136,NA,935,NA,NA,NA,178,8585,51349,21,3576
"420780678","420002495","H‘PITAL DU GIER SITE MARREL SSR","CH","Public","HOPITAL DU GIER SITE MARREL SSR 42 R LEON MARREL 42800 RIVE DE GIER",45.4755995,4.5158975,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,723,NA,NA,NA,NA,NA,NA,23207,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,2705,65,723,23207,10,2705
"420780744","420000325","CENTRE HOSPITALIER DE ST PIERRE DE BOEUF","CH","Public","CH DE ST PIERRE DE BOEUF 2 RTE DE LA DAME 42520 ST PIERRE DE BOEUF",45.3811369,4.7483247,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,241,NA,NA,NA,NA,NA,NA,11186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,241,11186,0,0
"420781767","420000523","CLINIQUE DES MONTS DU FOREZ","Maison de sant√© pour maladies mentales","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,0,23868,0,0
"420782096","420787061","CENTRE MEDICAL MUTUALISTE  DES 7 COLLINES","SSR prive","ESPIC","CENTRE MEDICAL DES 7 COLLINES 32 BD DE LA PALLE 42100 ST ETIENNE",45.4267591,4.4181953,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,1106,NA,NA,NA,NA,NA,NA,31182,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,2211,98,1106,31182,15,2211
"420782310","420000853","CLINIQUE DU RENAISON","Etablissement de soins pluridisciplinaire","Prive lucratif","CLINIQUE DU RENAISON 75 R GENERAL GIRAUD 42300 ROANNE",46.0331537,4.0525846,135,NA,NA,22,NA,NA,NA,4925,0,NA,1513,NA,NA,NA,21281,0,NA,6013,NA,NA,NA,19,3,NA,NA,NA,NA,NA,8769,15,NA,0,NA,NA,NA,157,6438,27294,22,8784
"420782559","420784878","HOPITAL DE BELLEVUE","CHR","Public","HOPITAL DE BELLEVUE 25 BD PASTEUR 42055 ST ETIENNE CEDEX 2",45.4126516,4.3917106,NA,NA,NA,8,77,78,40,NA,NA,NA,215,693,41,453,NA,NA,NA,2286,23677,28108,12030,NA,NA,NA,3,91,NA,12,NA,NA,NA,1341,9327,NA,4053,203,1402,66101,106,14721
"420782567","420784878","HOPITAL DE LA CHARITE","CHR","Public","HOPITAL DE LA CHARITE 40 R POINTE CADET 42055 ST ETIENNE CEDEX 2",45.4330809,4.3909324,NA,NA,NA,40,NA,82,61,NA,NA,NA,1169,NA,54,897,NA,NA,NA,13867,NA,29621,22203,NA,NA,NA,3,43,NA,27,NA,NA,NA,393,6425,NA,4845,183,2120,65691,73,11663
"420782591","420000887","CLINIQUE NOUVELLE DU FOREZ","Etablissement de soins chirurgicaux","Prive lucratif","CLINIQUE NOUVELLE DU FOREZ RTE NOUVELLE 42600 MONTBRISON",45.6067646,4.0468574,NA,NA,NA,NA,NA,NA,35,0,NA,NA,NA,NA,NA,485,0,NA,NA,NA,NA,NA,13023,6,NA,NA,NA,NA,NA,5,2826,NA,NA,NA,NA,NA,2826,35,485,13023,11,5652
"420784845","420780033","ANNEXE BONVERT CH ROANNE","CH","Public","ANNEXE BONVERT CH ROANNE 42300 MABLY",46.0753763,4.0919832,NA,NA,NA,NA,NA,149,106,NA,NA,NA,NA,NA,104,1158,NA,NA,NA,NA,NA,53629,35502,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,477,255,1262,89131,2,477
"420785354","420784878","HOPITAL NORD (ST ETIENNE)","CHR","Public","CHU NORD AV ALBERT RAIMOND 42000 ST ETIENNE",45.48114,4.36321,275,89,NA,547,134,NA,NA,12912,5263,NA,34222,1962,NA,NA,74405,20798,NA,170986,41484,NA,NA,17,8,NA,53,28,NA,NA,5774,1698,NA,10828,2485,NA,NA,1045,54359,307673,106,20785
"420786808","420001752","UNITE D'AUTODIALYSE QUARTIER SOLEIL ARTIC 42","Structure d'alternative a la dialyse","ESPIC","ARTIC 42 UNITE AUTODIAL QUART SOLEIL 5 BD DU 8 MAI 1945 42000 ST ETIENNE",45.4490138,4.4030867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"420787525","420001752","UNITE D'AUTODIALYSE ROBESPIERRE ARTIC 42","Structure d'alternative a la dialyse","ESPIC","ARTIC 42 UNITE AUTODIAL ROBESPIERRE 51 R ROBESPIERRE 42100 ST ETIENNE",45.4121709,4.3974412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"420788440","420001794","CLINIQUE DE SAINT VICTOR","Maison de sant√© pour maladies mentales","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34549,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,6801,NA,NA,96,0,34549,25,6801
"420788689","420001752","UNITE D'AUTODIALYSE DE SAVIGNEUX ARTIC 42","Structure d'alternative a la dialyse","ESPIC","ARTIC 42 UNITE AUTODIAL SAVIGNEUX R DES FOURS A CHAUX 42600 SAVIGNEUX",45.6080806,4.0951877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"420789067","420780710","USLD HL SAINT GALMIER","SLD","Public",NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,18076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,40,18076,0,0
"420789968","420001752","UDM ENTRAINEMENT HAD DP ARTIC 42","Centre de dialyse","ESPIC","ARTIC 42 UNITE DIALYSE CHARLES GAULLE 18 R CHARLES DE GAULLE 42270 ST PRIEST EN JAREZ",45.4798485,4.3655063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"420790081","750056335","KORIAN LE CLOS MONTAIGNE","Maison de sant√© pour maladies mentales","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,974,NA,NA,NA,NA,NA,NA,27839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,974,27839,0,0
"420793697","420793689","CLINIQUE DE CONVALESCENCE ALMA SANTE","SSR prive","Prive lucratif","CLINIQUE ALMA SANTE 165 R FRANCIS LAUR 42210 MONTROND LES BAINS",45.6393847,4.2376629,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,619,NA,NA,NA,NA,NA,NA,18147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,619,18147,0,0
"430000026","630786754","CENTRE HOSPITALIER SAINTE-MARIE","CHS","ESPIC",NA,NA,NA,NA,NA,NA,NA,241,NA,NA,NA,NA,NA,NA,2541,NA,NA,NA,NA,NA,NA,79733,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,27864,NA,NA,241,2541,79733,183,27864
"430000109","430000372","CLINIQUE BON SECOURS LE PUY EN VELAY","Etablissement de soins pluridisciplinaire","Prive lucratif","CLINIQUE BON SECOURS 67 AV MARECHAL FOCH 43000 LE PUY EN VELAY",45.033555,3.8882014,32,NA,NA,15,NA,NA,NA,1695,NA,NA,486,NA,NA,NA,7151,NA,NA,2084,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4175,NA,NA,0,NA,NA,NA,47,2181,9235,5,4175
"430000117","430000018","CENTRE HOSPITALIER LE PUY - EMILE ROUX","CH","Public","CENTRE HOSPITALIER LE PUY - EMILE ROUX 12 BD DU DR CHANTEMESSE 43012 LE PUY EN VELAY CEDEX",45.0510419,3.8785494,97,21,NA,212,NA,55,57,4706,1737,NA,11244,NA,38,674,25970,6060,5200,67488,NA,19665,19622,15,0,20,21,NA,NA,9,4078,0,197,1306,NA,NA,1622,442,18399,144005,65,7203
"430000141","430005843","MAISON DE CONVALESCENCE ST JOSEPH","SSR prive","Prive non lucratif (non ESPIC)","MAISON DE CONVALESCENCE ST JOSEPH PL DES NOYERS 43800 ROSIERES",45.1317324,3.9897519,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,533,NA,NA,NA,NA,NA,NA,13972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,533,13972,0,0
"430000158","430000380","CLINIQUE LE CLOS DE BEAUREGARD","SSR prive","Prive lucratif","MAISON DE REPOS ET DE CONVALESCENCE 12 RTE DE BEAUREGARD 43770 CHADRAC",45.0627565,3.8963743,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,610,NA,NA,NA,NA,NA,NA,15569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,610,15569,0,0
"430000166","430005843","MAISON DE CONVALESCENCE DE JALAVOUX","SSR prive","Prive non lucratif (non ESPIC)","MAISON DE CONVALESCENCE DE JALAVOUX CHE DE JALAVOUX 43000 AIGUILHE",45.052852,3.8881693,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,533,NA,NA,NA,NA,NA,NA,15050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,533,15050,0,0
"430000182","430007708","SSR  L'HORT DES MELLEYRINES","SSR prive","Prive non lucratif (non ESPIC)","MAISON DE REPOS L HORT DES MELLEYRINES 52 R SAINT PIERRE 43150 LE MONASTIER SUR GAZEILLE",44.9374536,3.9955763,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,NA,NA,NA,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,375,14109,0,0
"430000190","430000034","CENTRE HOSPITALIER DE BRIOUDE","CH","Public","CTRE HOSPITALIER DE SECTEUR DE BRIOUDE 2 R MICHEL DE L HOSPITAL 43100 BRIOUDE",45.2974957,3.3831323,40,NA,NA,35,NA,30,30,1091,NA,NA,2077,NA,15,377,5020,NA,NA,17010,NA,10491,10419,3,NA,NA,2,NA,NA,0,1102,NA,NA,28,NA,NA,0,135,3560,42940,5,1130
"430000216","750811820","CENTRE MEDICAL D'OUSSOULX","SSR prive","ESPIC","CENTRE MEDICAL D OUSSOULX 43230 COUTEUGES",45.185815,3.515763,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,347,NA,NA,NA,NA,NA,NA,17465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,347,17465,0,0
"430000299","430000059","Centre Hospitalier du Pays de Craponne sur Arzon","CH","Public","CH CRAPONNE SUR ARZON R DE LA RATILLE 43500 CRAPONNE SUR ARZON",45.3283847,3.8412881,NA,NA,NA,15,NA,NA,6,NA,NA,NA,294,NA,NA,86,NA,NA,NA,4112,NA,NA,2140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,21,380,6252,0,0
"430000307","430000067","CH -PIERRE GALLICE- LANGEAC","CH","Public","CH PIERRE GALLICE LANGEAC R DU 19 MARS 1962 43300 LANGEAC",45.0958469,3.4925096,NA,NA,NA,25,NA,30,10,NA,NA,NA,335,NA,28,89,NA,NA,NA,5657,NA,10519,3227,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,65,452,19403,0,85
"430000356","430000091","CH D' YSSINGEAUX","CH","Public","CH D YSSINGEAUX 20 AV DE LA MARNE 43200 YSSINGEAUX",45.1449273,4.1264826,NA,NA,NA,25,NA,30,15,NA,NA,NA,317,NA,25,274,NA,NA,NA,6675,NA,10637,6222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,70,616,23534,0,0
"430003475","420001752","UNITE D'AUTODIALYSE DE MONISTROL SUR LOIRE","Structure d'alternative a la dialyse","ESPIC","CTRE DIALYSE & ENTRAINEMENT DIAL ZA LES MOLETONS 43120 MONISTROL SUR LOIRE",45.2871794,4.157822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"430004309","630000990","UNITE DE DIALYSE DE BRIOUDE","Structure d'alternative a la dialyse","ESPIC","UNITE DE DIALYSE DE BRIOUDE 18 R MICHEL DE L HOSPITAL 43100 BRIOUDE",45.2974957,3.3831323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"430004358","630000990","UNITE DE DIALYSE DU PUY","Structure d'alternative a la dialyse","ESPIC","UNITE DE DIALYSE DU PUY BD DU DOCTEUR CHANTEMESSE 43000 LE PUY EN VELAY",45.0510419,3.8785494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"430004408","630000990","UNITE DE DIALYSE D'YSSINGEAUX","Structure d'alternative a la dialyse","ESPIC","UNITE DE DIALYSE D YSSINGEAUX 20 R DE LA MARNE 43200 YSSINGEAUX",45.1438818,4.1264054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"430007419","630786754","UNITES DE SOINS DE LONGUE DUREE","SLD","ESPIC",NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,14323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,14,14323,0,0
"430007450","690030069","CLINIQUE DU CHAMBON","SSR prive","Prive lucratif","CLINIQUE DU CHAMBON CHE DES AIRELLES 43400 LE CHAMBON SUR LIGNON",45.0676412,4.305036,NA,NA,NA,16,NA,NA,66,NA,NA,NA,2825,NA,NA,743,NA,NA,NA,3969,NA,NA,22599,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,82,3568,26568,10,0
"440000016","440000057","CENTRE HOSPITALIER DE ST NAZAIRE","CH","Public","CENTRE HOSPITALIER DE SAINT- NAZAIRE 11 BD GEORGES CHARPAK 44606 ST NAZAIRE CEDEX",47.267144,-2.254208,60,49,NA,307,NA,75,30,4108,3820,NA,16075,NA,35,316,16649,15091,NA,102991,NA,25987,11125,26,5,NA,20,NA,NA,6,5344,30,NA,6069,NA,NA,1249,521,24354,171843,57,12692
"440000024","440000065","CENTRE HOSPITALIER DE MAUBREUIL","CH","Public","CENTRE HOSPITALIER DE MAUBREUIL 31 BD SALVADOR ALLENDE 44819 ST HERBLAIN CEDEX",47.2209964,-1.6335875,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,615,NA,NA,NA,NA,NA,NA,18148,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,5353,59,615,18148,41,5353
"440000180","440000263","CHS BLAIN","CHS","Public",NA,NA,NA,NA,NA,NA,NA,171,30,NA,NA,NA,NA,NA,2425,4,NA,NA,NA,NA,NA,55470,10852,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,14710,NA,NA,201,2429,66322,130,14710
"440000255","440042844","C.R.R.F. LA TOURMALINE","SSR prive","ESPIC","C.R.R.F. LA TOURMALINE BD ALLENDE 44818 ST HERBLAIN CEDEX",47.2197977,-1.6343385,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,499,NA,NA,NA,NA,NA,NA,15486,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,6831,50,499,15486,24,6831
"440000271","440000289","C.H.U. NANTES H‘TEL-DIEU ET HME","CHR","Public","CHU DE NANTES :SITE HOTEL-DIEU- HME 1 PL ALEXIS RICORDEAU 44093 NANTES CEDEX 1",47.2107594,-1.5545493,326,92,NA,568,NA,NA,NA,18061,8084,NA,34257,NA,NA,NA,89923,29137,7929,189020,NA,NA,NA,32,15,12,97,NA,NA,NA,7087,1940,324,21641,NA,NA,NA,986,60402,316009,156,30992
"440000396","440000297","CENTRE HOSPITALIER ANCENIS","CH","Public","CENTRE HOSPITALIER ANCENIS 160 R DU VERGER 44156 ANCENIS CEDEX",47.3742888,-1.1739482,24,18,NA,56,NA,NA,25,1355,1092,NA,3029,NA,NA,314,6228,3995,NA,22497,NA,NA,9262,4,NA,NA,0,NA,NA,NA,1525,0,NA,0,NA,NA,NA,123,5790,41982,4,1525
"440000404","440000925","CLINIQUE STE-MARIE","Etablissement de soins chirurgicaux","Prive lucratif","CLINIQUE STE-MARIE 9 R DE VERDUN 44110 CHATEAUBRIANT",47.7262597,-1.3820495,72,NA,NA,4,NA,NA,NA,2432,NA,NA,18,NA,NA,NA,9515,NA,NA,224,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,4048,NA,NA,0,NA,NA,NA,76,2450,9739,10,4048
"440000412","440000941","CLINIQUE  BRETECHE-VIAUD SITE BRETECHE","Etablissement de soins pluridisciplinaire","Prive lucratif","CLINIQUE BRETECHE 3 R BERAUDIERE 44046 NANTES CEDEX 1",47.2260419,-1.5464663,42,41,NA,69,NA,NA,50,3381,2296,NA,2965,NA,NA,583,10833,9535,NA,16276,NA,NA,17618,21,1,NA,NA,NA,NA,0,4640,1,NA,0,NA,NA,NA,202,9225,54262,22,4641
"440000453","440000289","C.H. LEON BELLIER NANTES","CHR","Public","CHU DE NANTES :SITE HOPITAL BELLIER 41 R PIERRE ET MARIE CURIE 44046 NANTES CEDEX 1",47.222506,-1.524305,NA,NA,NA,36,NA,NA,64,NA,NA,NA,1279,NA,NA,707,NA,NA,NA,12811,NA,NA,23035,NA,NA,NA,5,NA,NA,5,NA,NA,NA,582,NA,NA,1976,100,1986,35846,10,2558
"440000487","440001014","CLINIQUE UROLOGIQUE NANTES ATLANTIS","Etablissement de soins chirurgicaux","Prive lucratif","CLINIQUE UROLOGIQUE NANTES ATLANTIS 4 AV JACQUES CARTIER 44815 ST HERBLAIN CEDEX",47.2226545,-1.6352405,40,NA,NA,NA,NA,NA,NA,2709,NA,NA,NA,NA,NA,NA,9571,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,1930,NA,NA,NA,NA,NA,NA,40,2709,9571,15,1930
"440000503","440000313","CENTRE HOSPITALIER CHATEAUBRIANT","CH","Public","CENTRE HOSPITALIER CHATEAUBRIANT 9 R DE VERDUN 44146 CHATEAUBRIANT CEDEX",47.7256635,-1.3816625,NA,20,NA,96,NA,30,56,NA,1226,NA,5955,NA,26,725,NA,4731,NA,29465,NA,10784,20236,NA,5,NA,8,NA,NA,14,NA,386,NA,499,NA,NA,2776,202,7932,65216,27,3661
"440000511","440000461","CLINIQUE JEANNE D'ARC NANTES","Etablissement de soins chirurgicaux","Prive lucratif","CLINIQUE JEANNE D ARC 21 R DES MARTYRS 44100 NANTES",47.2175954,-1.5771733,20,NA,NA,NA,NA,NA,NA,629,NA,NA,5861,NA,NA,NA,1298,NA,NA,7,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,8706,NA,NA,0,NA,NA,NA,20,6490,1305,14,8706
"440000552","440042141","HOPITAL LOCAL  DU LOROUX BOTTEREAU","CH","Public","HOPITAL DU LOROUX- BOTTEREAU 1 R PIERRE SECHER 44430 LE LOROUX BOTTEREAU",47.2434897,-1.3583509,NA,NA,NA,NA,NA,28,59,NA,NA,NA,NA,NA,14,449,NA,NA,NA,NA,NA,7107,18855,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,87,463,25962,0,0
"440000560","850009010","C.H. LOIRE VENDEE OCEAN SITE MACHECOUL","CH","Public","CH LVO: SITE DE MACHECOUL BD DES REGENTS 44270 MACHECOUL",46.9956086,-1.8204211,NA,NA,NA,22,NA,NA,120,NA,NA,NA,637,NA,NA,1333,NA,NA,NA,7773,NA,NA,40183,NA,NA,NA,3,NA,NA,7,NA,NA,NA,467,NA,NA,1566,142,1970,47956,10,2033
"440000644","440000347","HOPITAL BEL AIR","CH","Public","HOPITAL LOCAL CORCOUE S/LOGNE 23 R BEL AIR 44650 CORCOUE SUR LOGNE",46.9582152,-1.5657378,NA,NA,NA,NA,NA,30,40,NA,NA,NA,NA,NA,12,368,NA,NA,NA,NA,NA,10703,13288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,380,23991,0,0
"440000651","440001212","CLINIQUE SOURDILLE","Etablissement de soins chirurgicaux","Prive lucratif","CLINIQUE SOURDILLE 3 PL ANATOLE FRANCE 44046 NANTES CEDEX 1",47.224198,-1.5720471,47,NA,NA,NA,NA,NA,NA,3366,NA,NA,NA,NA,NA,NA,4716,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,10341,NA,NA,NA,NA,NA,NA,47,3366,4716,27,10341
"440000677","440000313","HOPITAL LOCAL DE NOZAY","CH","Public","CENTRE HOSPITALIER NOZAY 1 RTE DE NORT-SUR-ERDRE 44170 NOZAY",47.5620148,-1.6256293,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,355,NA,NA,NA,NA,NA,NA,9785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,355,9785,0,0
